  Grid,   Temperature,   Uvec,  C7H16, O2, CO2
   9.624e-03,   3.612e+02,   3.776e-01,   5.269e-02,   2.118e-01,   3.880e-03
   9.674e-03,   4.005e+02,   4.198e-01,   5.056e-02,   2.073e-01,   6.288e-03
   9.724e-03,   4.595e+02,   4.836e-01,   4.744e-02,   2.008e-01,   9.816e-03
   9.774e-03,   5.427e+02,   5.742e-01,   4.313e-02,   1.917e-01,   1.469e-02
   9.825e-03,   6.531e+02,   6.960e-01,   3.750e-02,   1.799e-01,   2.108e-02
   9.875e-03,   7.919e+02,   8.513e-01,   3.044e-02,   1.650e-01,   2.911e-02
   9.925e-03,   9.578e+02,   1.041e+00,   2.208e-02,   1.472e-01,   3.885e-02
   9.975e-03,   1.148e+03,   1.262e+00,   1.291e-02,   1.266e-01,   5.026e-02
   1.000e-02,   1.250e+03,   1.384e+00,   8.353e-03,   1.149e-01,   5.683e-02
   1.003e-02,   1.353e+03,   1.508e+00,   4.503e-03,   1.028e-01,   6.378e-02
   1.008e-02,   1.549e+03,   1.743e+00,   5.242e-04,   7.969e-02,   7.795e-02
   1.013e-02,   1.690e+03,   1.909e+00,   1.566e-05,   6.204e-02,   9.149e-02
   1.018e-02,   1.771e+03,   2.000e+00,   1.953e-07,   5.138e-02,   1.030e-01
   1.023e-02,   1.819e+03,   2.050e+00,   1.462e-09,   4.549e-02,   1.121e-01
   1.028e-02,   1.853e+03,   2.085e+00,   7.669e-12,   4.205e-02,   1.191e-01
   1.033e-02,   1.880e+03,   2.112e+00,   3.037e-14,   3.981e-02,   1.244e-01
   1.038e-02,   1.903e+03,   2.134e+00,   9.497e-17,   3.819e-02,   1.284e-01
   1.043e-02,   1.923e+03,   2.154e+00,   2.424e-19,   3.694e-02,   1.316e-01
   1.048e-02,   1.941e+03,   2.171e+00,   5.188e-22,   3.593e-02,   1.342e-01
   1.053e-02,   1.956e+03,   2.185e+00,   9.515e-25,   3.509e-02,   1.363e-01
   1.058e-02,   1.970e+03,   2.199e+00,   1.523e-27,   3.437e-02,   1.381e-01
   1.063e-02,   1.983e+03,   2.211e+00,   2.162e-30,   3.375e-02,   1.396e-01
   1.068e-02,   1.994e+03,   2.221e+00,   2.755e-33,   3.320e-02,   1.410e-01
   1.073e-02,   2.004e+03,   2.231e+00,   3.188e-36,   3.271e-02,   1.422e-01
   1.078e-02,   2.013e+03,   2.239e+00,   3.381e-39,   3.227e-02,   1.433e-01
   1.083e-02,   2.022e+03,   2.247e+00,   3.312e-42,   3.187e-02,   1.443e-01
   1.088e-02,   2.029e+03,   2.255e+00,   3.019e-45,   3.150e-02,   1.452e-01
   1.093e-02,   2.037e+03,   2.261e+00,   2.577e-48,   3.116e-02,   1.460e-01
   1.098e-02,   2.043e+03,   2.268e+00,   2.070e-51,   3.085e-02,   1.468e-01
   1.103e-02,   2.049e+03,   2.273e+00,   1.572e-54,   3.056e-02,   1.475e-01
   1.108e-02,   2.055e+03,   2.279e+00,   1.134e-57,   3.028e-02,   1.482e-01
   1.113e-02,   2.060e+03,   2.284e+00,   7.794e-61,   3.003e-02,   1.489e-01
   1.118e-02,   2.065e+03,   2.288e+00,   5.125e-64,   2.979e-02,   1.495e-01
   1.123e-02,   2.070e+03,   2.293e+00,   3.232e-67,   2.957e-02,   1.500e-01
   1.128e-02,   2.074e+03,   2.297e+00,   1.960e-70,   2.936e-02,   1.506e-01
   1.133e-02,   2.078e+03,   2.300e+00,   1.147e-73,   2.916e-02,   1.511e-01
   1.138e-02,   2.082e+03,   2.304e+00,   6.481e-77,   2.897e-02,   1.516e-01
   1.143e-02,   2.086e+03,   2.307e+00,   3.547e-80,   2.879e-02,   1.520e-01
   1.148e-02,   2.089e+03,   2.311e+00,   1.883e-83,   2.862e-02,   1.525e-01
   1.153e-02,   2.093e+03,   2.314e+00,   9.719e-87,   2.846e-02,   1.529e-01
   1.158e-02,   2.096e+03,   2.317e+00,   4.882e-90,   2.830e-02,   1.533e-01
   1.163e-02,   2.099e+03,   2.319e+00,   2.391e-93,   2.816e-02,   1.537e-01
   1.168e-02,   2.101e+03,   2.322e+00,   1.143e-96,   2.802e-02,   1.540e-01
   1.173e-02,   2.104e+03,   2.324e+00,  5.342e-100,   2.789e-02,   1.544e-01
   1.178e-02,   2.107e+03,   2.327e+00,  2.444e-103,   2.776e-02,   1.547e-01
   1.183e-02,   2.109e+03,   2.329e+00,  1.096e-106,   2.764e-02,   1.550e-01
   1.188e-02,   2.111e+03,   2.331e+00,  4.820e-110,   2.752e-02,   1.553e-01
   1.193e-02,   2.114e+03,   2.333e+00,  2.083e-113,   2.741e-02,   1.556e-01
   1.198e-02,   2.116e+03,   2.335e+00,  8.853e-117,   2.730e-02,   1.559e-01
   1.203e-02,   2.118e+03,   2.337e+00,  3.705e-120,   2.720e-02,   1.562e-01
   1.208e-02,   2.120e+03,   2.339e+00,  1.529e-123,   2.710e-02,   1.564e-01
   1.213e-02,   2.122e+03,   2.341e+00,  6.226e-127,   2.701e-02,   1.567e-01
   1.218e-02,   2.123e+03,   2.342e+00,  2.506e-130,   2.692e-02,   1.569e-01
   1.223e-02,   2.125e+03,   2.344e+00,  9.982e-134,   2.683e-02,   1.571e-01
   1.228e-02,   2.127e+03,   2.346e+00,  3.940e-137,   2.674e-02,   1.574e-01
   1.233e-02,   2.129e+03,   2.347e+00,  1.543e-140,   2.666e-02,   1.576e-01
   1.238e-02,   2.130e+03,   2.349e+00,  6.006e-144,   2.658e-02,   1.578e-01
   1.243e-02,   2.132e+03,   2.350e+00,  2.326e-147,   2.651e-02,   1.580e-01
   1.248e-02,   2.133e+03,   2.351e+00,  8.977e-151,   2.644e-02,   1.582e-01
   1.253e-02,   2.134e+03,   2.353e+00,  3.456e-154,   2.636e-02,   1.584e-01
   1.258e-02,   2.136e+03,   2.354e+00,  1.329e-157,   2.630e-02,   1.586e-01
   1.263e-02,   2.137e+03,   2.355e+00,  5.107e-161,   2.623e-02,   1.587e-01
   1.268e-02,   2.138e+03,   2.356e+00,  1.963e-164,   2.617e-02,   1.589e-01
   1.273e-02,   2.140e+03,   2.357e+00,  7.552e-168,   2.610e-02,   1.591e-01
   1.278e-02,   2.141e+03,   2.359e+00,  2.907e-171,   2.605e-02,   1.592e-01
   1.283e-02,   2.142e+03,   2.360e+00,  1.120e-174,   2.599e-02,   1.594e-01
   1.288e-02,   2.143e+03,   2.361e+00,  4.316e-178,   2.593e-02,   1.595e-01
   1.293e-02,   2.144e+03,   2.362e+00,  1.663e-181,   2.588e-02,   1.597e-01
   1.298e-02,   2.145e+03,   2.363e+00,  6.405e-185,   2.582e-02,   1.598e-01
   1.303e-02,   2.146e+03,   2.363e+00,  2.464e-188,   2.577e-02,   1.600e-01
   1.308e-02,   2.147e+03,   2.364e+00,  9.459e-192,   2.572e-02,   1.601e-01
   1.313e-02,   2.148e+03,   2.365e+00,  3.622e-195,   2.567e-02,   1.602e-01
   1.318e-02,   2.149e+03,   2.366e+00,  1.383e-198,   2.563e-02,   1.604e-01
   1.323e-02,   2.150e+03,   2.367e+00,  5.264e-202,   2.558e-02,   1.605e-01
   1.328e-02,   2.151e+03,   2.368e+00,  1.995e-205,   2.554e-02,   1.606e-01
   1.333e-02,   2.152e+03,   2.369e+00,  7.532e-209,   2.550e-02,   1.607e-01
   1.338e-02,   2.152e+03,   2.369e+00,  2.831e-212,   2.545e-02,   1.608e-01
   1.343e-02,   2.153e+03,   2.370e+00,  1.059e-215,   2.541e-02,   1.609e-01
   1.348e-02,   2.154e+03,   2.371e+00,  3.942e-219,   2.537e-02,   1.611e-01
   1.353e-02,   2.155e+03,   2.371e+00,  1.461e-222,   2.533e-02,   1.612e-01
   1.358e-02,   2.156e+03,   2.372e+00,  5.385e-226,   2.530e-02,   1.613e-01
   1.363e-02,   2.156e+03,   2.373e+00,  1.976e-229,   2.526e-02,   1.614e-01
   1.368e-02,   2.157e+03,   2.373e+00,  7.213e-233,   2.523e-02,   1.615e-01
   1.373e-02,   2.158e+03,   2.374e+00,  2.621e-236,   2.519e-02,   1.616e-01
   1.378e-02,   2.158e+03,   2.375e+00,  9.476e-240,   2.516e-02,   1.616e-01
   1.383e-02,   2.159e+03,   2.375e+00,  3.410e-243,   2.512e-02,   1.617e-01
   1.388e-02,   2.160e+03,   2.376e+00,  1.222e-246,   2.509e-02,   1.618e-01
   1.393e-02,   2.160e+03,   2.376e+00,  4.356e-250,   2.506e-02,   1.619e-01
   1.398e-02,   2.161e+03,   2.377e+00,  1.547e-253,   2.503e-02,   1.620e-01
   1.404e-02,   2.161e+03,   2.378e+00,  5.467e-257,   2.500e-02,   1.621e-01
   1.409e-02,   2.162e+03,   2.378e+00,  1.924e-260,   2.497e-02,   1.622e-01
   1.414e-02,   2.162e+03,   2.379e+00,  6.747e-264,   2.494e-02,   1.622e-01
   1.419e-02,   2.163e+03,   2.379e+00,  2.356e-267,   2.492e-02,   1.623e-01
   1.424e-02,   2.164e+03,   2.380e+00,  8.194e-271,   2.489e-02,   1.624e-01
