# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s]
0.01455,0.00239792,24.6223,606.257,6.16232e-06,296.661,300,0.164806
0.0146,0.00240616,24.6213,606.211,6.16161e-06,296.661,300,0.164806
0.01465,0.0024144,24.6204,606.165,6.16091e-06,296.661,300,0.164806
0.0147,0.00242264,24.6195,606.119,6.16021e-06,296.661,300,0.164806
0.01475,0.00243088,24.6185,606.073,6.15951e-06,296.661,300,0.164806
0.0148,0.00243912,24.6176,606.027,6.15881e-06,296.661,300,0.164806
0.01485,0.00244736,24.6167,605.98,6.15811e-06,296.661,300,0.164806
0.0149,0.0024556,24.6157,605.934,6.1574e-06,296.661,300,0.164806
0.01495,0.00246384,24.6148,605.888,6.1567e-06,296.661,300,0.164806
0.015,0.00247208,24.6139,605.842,6.156e-06,296.661,300,0.164806
0.01505,0.00248032,24.6129,605.796,6.1553e-06,296.661,300,0.164806
0.0151,0.00248857,24.612,605.75,6.1546e-06,296.661,300,0.164806
0.01515,0.00249681,24.6111,605.704,6.1539e-06,296.661,300,0.164806
0.0152,0.00250505,24.6101,605.658,6.15319e-06,296.661,300,0.164806
0.01525,0.00251329,24.6092,605.612,6.15249e-06,296.661,300,0.164806
0.0153,0.00252153,24.6083,605.566,6.15179e-06,296.661,300,0.164806
0.01535,0.00252977,24.6073,605.52,6.15109e-06,296.661,300,0.164806
0.0154,0.00253801,24.6064,605.474,6.15039e-06,296.661,300,0.164806
0.01545,0.00254625,24.6054,605.428,6.14969e-06,296.661,300,0.164806
0.0155,0.00255449,24.6045,605.382,6.14899e-06,296.661,300,0.164806
0.01555,0.00256273,24.6036,605.336,6.14829e-06,296.661,300,0.164806
0.0156,0.00257097,24.6026,605.29,6.14758e-06,296.661,300,0.164806
0.01565,0.00257921,24.6017,605.244,6.14688e-06,296.661,300,0.164806
0.0157,0.00258745,24.6008,605.198,6.14618e-06,296.661,300,0.164806
0.01575,0.00259569,24.5998,605.152,6.14548e-06,296.661,300,0.164806
0.0158,0.00260393,24.5989,605.106,6.14478e-06,296.661,300,0.164806
0.01585,0.00261217,24.598,605.06,6.14408e-06,296.661,300,0.164806
0.0159,0.00262041,24.597,605.014,6.14338e-06,296.661,300,0.164806
0.01595,0.00262865,24.5961,604.968,6.14268e-06,296.661,300,0.164806
0.016,0.00263689,24.5952,604.922,6.14198e-06,296.661,300,0.164806
0.01605,0.00264513,24.5942,604.876,6.14128e-06,296.661,300,0.164806
0.0161,0.00265337,24.5933,604.83,6.14057e-06,296.661,300,0.164806
0.01615,0.00266161,24.5924,604.784,6.13987e-06,296.661,300,0.164806
0.0162,0.00266985,24.5914,604.738,6.13917e-06,296.661,300,0.164806
0.01625,0.00267809,24.5905,604.692,6.13847e-06,296.661,300,0.164806
0.0163,0.00268633,24.5895,604.646,6.13777e-06,296.661,300,0.164806
0.01635,0.00269457,24.5886,604.6,6.13707e-06,296.661,300,0.164806
0.0164,0.00270281,24.5877,604.554,6.13637e-06,296.661,300,0.164806
0.01645,0.00271105,24.5867,604.508,6.13567e-06,296.661,300,0.164806
0.0165,0.00271929,24.5858,604.462,6.13497e-06,296.661,300,0.164806
0.01655,0.00272753,24.5849,604.416,6.13427e-06,296.661,300,0.164806
0.0166,0.00273577,24.5839,604.37,6.13357e-06,296.661,300,0.164806
0.01665,0.00274401,24.583,604.324,6.13287e-06,296.661,300,0.164806
0.0167,0.00275225,24.5821,604.277,6.13217e-06,296.661,300,0.164806
0.01675,0.00276049,24.5811,604.231,6.13147e-06,296.661,300,0.164806
0.0168,0.00276873,24.5802,604.185,6.13077e-06,296.661,300,0.164806
0.01685,0.00277697,24.5792,604.139,6.13007e-06,296.661,300,0.164806
0.0169,0.00278522,24.5783,604.093,6.12936e-06,296.661,300,0.164806
0.01695,0.00279346,24.5774,604.047,6.12866e-06,296.661,300,0.164806
0.017,0.0028017,24.5764,604.001,6.12796e-06,296.661,300,0.164806
0.01705,0.00280994,24.5755,603.955,6.12726e-06,296.661,300,0.164806
0.0171,0.00281818,24.5746,603.909,6.12656e-06,296.661,300,0.164806
0.01715,0.00282642,24.5736,603.863,6.12586e-06,296.661,300,0.164806
0.0172,0.00283466,24.5727,603.817,6.12516e-06,296.661,300,0.164806
0.01725,0.0028429,24.5718,603.771,6.12446e-06,296.661,300,0.164806
0.0173,0.00285114,24.5708,603.725,6.12376e-06,296.661,300,0.164806
0.01735,0.00285938,24.5699,603.679,6.12306e-06,296.661,300,0.164806
0.0174,0.00286762,24.5689,603.633,6.12236e-06,296.661,300,0.164806
0.01745,0.00287586,24.568,603.587,6.12166e-06,296.661,300,0.164806
0.0175,0.0028841,24.5671,603.541,6.12096e-06,296.661,300,0.164806
0.01755,0.00289234,24.5661,603.495,6.12026e-06,296.661,300,0.164806
0.0176,0.00290058,24.5652,603.449,6.11956e-06,296.661,300,0.164806
0.01765,0.00290882,24.5643,603.403,6.11886e-06,296.661,300,0.164806
